tienda_id,nombre,categorias,latitud,longitud,direccion,calificaciones,rango_precios,metodos_pago,tamano_tienda,estacionamiento,horario_apertura,distrito,zona
16863,POLLERIA LOS HERMANOS LETONA,"food, store",-12.1464577,-76.93504539999999,Villa María del Triunfo,5.0,Medio,Transferencia,Pequeña,No,Horario laboral,Villa María del Triunfo,Lima Sur
16864,Ferreteria Virgen de Chapi,"hardware_store, store",-12.1467276,-76.934972,"Niño Jesús, Cercado de Lima",4.6,Medio,QR,Mediana,No,Horario laboral,Cercado de Lima,Lima Centro
16865,Taller De Estructura Metálica Oblitas,"home_goods_store, store",-12.147273,-76.9346861,"V338+34W, Lima",3.0,Bajo,Tarjeta de crédito,Pequeña,No,Horario laboral,Desconocido,Desconocido
16866,Casa Vivi,Sin Categoría,-12.1461767,-76.9299348,"V33C+G2G, Lima",3.66,Bajo,Tarjeta de crédito,Pequeña,No,Horario laboral,Desconocido,Desconocido
16867,"Avenida el Paraiso, 250",transit_station,-12.14743,-76.93464,Peru,4.3,Bajo,Efectivo,Pequeña,No,Horario laboral,Desconocido,Desconocido
16868,The Gringa Barber Shop,"hair_care, health",-12.1469123,-76.93501979999999,"Avenida el Paraiso, Cercado de Lima",4.6,Medio,Transferencia,Pequeña,No,24 horas,Cercado de Lima,Lima Centro
16869,BARBER SHOP GOMERO FULL ESTILISMO,"hair_care, health",-12.1468287,-76.9350762,R3XC+4HR,5.0,Bajo,Efectivo,Pequeña,No,Horario laboral,Desconocido,Desconocido
16870,"Empresa De Transporte ""P""",Sin Categoría,-12.1475462,-76.934629,"V328+X4Q, Calle. San Vicente, Villa María del Triunfo",4.0,Medio,Efectivo,Mediana,No,Fines de semana,Villa María del Triunfo,Lima Sur
16871,Avicola Geraldine,store,-12.1467038,-76.9351463,"Avenida el Paraiso, Cercado de Lima",5.0,Medio,Efectivo,Pequeña,No,Horario laboral,Cercado de Lima,Lima Centro
16872,Olla común las colinas de paraíso alto AA.HH El mirador,"restaurant, food",-12.1458891,-76.9281134,"V33C+JQR, Villa María del Triunfo",4.720000000000001,Medio,Transferencia,Mediana,No,Horario laboral,Villa María del Triunfo,Lima Sur
16873,Market Calderon,store,-12.1450726,-76.92760460000001,"V33C+XXC, Villa María del Triunfo",4.74,Alto,QR,Pequeña,No,Horario laboral,Villa María del Triunfo,Lima Sur
16874,Popeye Burger,"restaurant, food",-12.1465576,-76.9274594,"V33F+92C, Lima",5.0,Medio,Efectivo,Pequeña,No,24 horas,Desconocido,Desconocido
16875,Ampliación flor de amncaes,Sin Categoría,-12.1457681,-76.92701269999999,"V33F+M5X, Los Olivos, Villa María del Triunfo",4.8,Medio,Transferencia,Pequeña,No,24 horas,Los olivos,Lima Norte
16876,STUDIO MUSIC RECORDS UNIQUE,store,-12.145768,-76.9270126,"V33F+M5X, Los Olivos, Cercado de Lima, Villa María del Triunfo",4.8,Medio,Efectivo,Mediana,Sí,Horario laboral,Cercado de Lima,Lima Centro
16877,ENTRADA DE PARAÍSO,"grocery_or_supermarket, store, food",-12.1466566,-76.9288536,"V33C+8FJ, Avenida el Paraiso, Villa María del Triunfo",4.3,Bajo,Efectivo,Mediana,Sí,24 horas,Villa María del Triunfo,Lima Sur
16878,Mercado Flor de Amancaes,Sin Categoría,-12.1463007,-76.9266585,Cercado de Lima,4.0,Alto,Efectivo,Pequeña,No,Fines de semana,Cercado de Lima,Lima Centro
16879,Iglesia Evangelica Pentecostal del Perú,"church, place_of_worship",-12.1456841,-76.9263465,"V33F+PFC, Avenida el Paraiso, Cercado de Lima",4.8,Medio,QR,Pequeña,No,24 horas,Cercado de Lima,Lima Centro
16880,RURAPUK,Sin Categoría,-12.1453209,-76.92641739999999,"V33F+VCG, Los Olivos, Villa María del Triunfo",4.58,Bajo,Efectivo,Pequeña,Sí,24 horas,Los olivos,Lima Norte
16881,Paradero 5,Sin Categoría,-12.1456508,-76.9262918,"V33F+PFP, Avenida el Paraiso, Lima",4.58,Bajo,Efectivo,Pequeña,No,Horario laboral,Desconocido,Desconocido
16882,casa de jilankiri,school,-12.146057,-76.9261891,"V33F+HGF, Lima",5.0,Medio,Efectivo,Pequeña,No,Horario laboral,Desconocido,Desconocido
16883,V&S,"food, store",-12.1454105,-76.9261599,"Av. Paraíso alto mz e1 lot 9, Villa María del Triunfo",4.58,Bajo,Efectivo,Pequeña,No,Horario laboral,Villa María del Triunfo,Lima Sur
16884,Comedor cruz misionera,food,-12.1455045,-76.9260298,"V33F+QHX, Avenida el Paraiso, Cercado de Lima",4.58,Medio,Transferencia,Pequeña,Sí,Fines de semana,Cercado de Lima,Lima Centro
16885,"Panadería y Pastelería K""chito","bakery, food, store",-12.1471084,-76.9299393,"15012 Mz. Ñ1 Lte. 18, Avenida el Paraiso, Villa María del Triunfo",3.66,Alto,Transferencia,Pequeña,No,Horario laboral,Villa María del Triunfo,Lima Sur
16886,Posta de Salud Paraiso Alto,"doctor, health",-12.1451699,-76.9252346,"V33F+WWJ, Lima",5.0,Bajo,Efectivo,Pequeña,No,24 horas,Desconocido,Desconocido
16887,Lomas de virgen de Chapi,park,-12.1430814,-76.92750579999999,"V34C+QX9, Villa María del Triunfo",4.7,Medio,Transferencia,Pequeña,No,24 horas,Villa María del Triunfo,Lima Sur
16888,Bodega H&B - Casa de apuestas virtual,food,-12.1456061,-76.9250955,Villa María del Triunfo,4.779999999999999,Alto,Efectivo,Pequeña,Sí,Horario laboral,Villa María del Triunfo,Lima Sur
16889,Manantial de agua cristalina,park,-12.144908,-76.9251826,"V33F+WWJ, Lima",4.779999999999999,Bajo,Transferencia,Grande,No,24 horas,Desconocido,Desconocido
16890,Holy Cross Chapel,"church, place_of_worship",-12.145037,-76.9249921,"V33G+X2J, Avenida el Paraiso, Distrito de Lima",3.9,Medio,Efectivo,Pequeña,No,Horario laboral,Desconocido,Desconocido
16891,Calle Los Olivos,transit_station,-12.14493,-76.925,Peru,4.779999999999999,Bajo,Efectivo,Pequeña,Sí,24 horas,Desconocido,Desconocido
16892,Calle Los Olivos,transit_station,-12.14481,-76.92497999999999,Peru,4.779999999999999,Medio,Transferencia,Pequeña,Sí,Horario laboral,Desconocido,Desconocido
16893,MZ.V L.T PARAISO ALTO,food,-12.1442115,-76.9252171,"V34F+8W7, Villa María del Triunfo",5.0,Medio,Efectivo,Pequeña,No,24 horas,Villa María del Triunfo,Lima Sur
16894,Juegos Infantiles De Quebrada Del Paraíso,"gym, health",-12.148994,-76.92800059999999,"V32C+CQ5, Lima",1.0,Bajo,QR,Pequeña,No,Horario laboral,Desconocido,Desconocido
16895,Delacrusito Pastelería Artesanal,"bakery, store, food",-12.1464241,-76.9313895,Lima,4.26,Alto,Efectivo,Pequeña,No,24 horas,Desconocido,Desconocido
16896,Loza deportiva Paraíso Alto,Sin Categoría,-12.1442223,-76.9248483,"V34G+836, Villa María del Triunfo",4.779999999999999,Medio,QR,Pequeña,No,Fines de semana,Villa María del Triunfo,Lima Sur
16897,Casa de Renzo de la Cruz,Sin Categoría,-12.1457929,-76.9244217,"V33G+M6P, Lima",4.779999999999999,Medio,Efectivo,Mediana,No,Horario laboral,Desconocido,Desconocido
16898,Restobar El Paraiso,"bar, restaurant, food",-12.147295,-76.9312941,"15812, Villa María del Triunfo",5.0,Medio,Transferencia,Pequeña,No,24 horas,Villa María del Triunfo,Lima Sur
16899,Vivero Lomas de Paraiso EBA Lomas,park,-12.1455547,-76.9234331,Lima,5.0,Medio,Efectivo,Pequeña,No,24 horas,Desconocido,Desconocido
16900,Local Comunal de Bellavista,Sin Categoría,-12.1446322,-76.9236248,"V34G+4HR, Villa María del Triunfo",4.779999999999999,Medio,Efectivo,Mediana,Sí,Horario laboral,Villa María del Triunfo,Lima Sur
16901,MZ. A LTE.6 BELLAVISTA PSJ. LAS GARDENIAS,Sin Categoría,-12.1445329,-76.92377479999999,"V34G+5FQ, Villa María del Triunfo",4.779999999999999,Medio,Efectivo,Pequeña,Sí,Fines de semana,Villa María del Triunfo,Lima Sur
16902,campo de fútbol mirador bellavista,Sin Categoría,-12.1444662,-76.92300829999999,"V34G+6Q9, Lima",4.779999999999999,Bajo,Efectivo,Pequeña,No,24 horas,Desconocido,Desconocido
16903,Posta de Salud Paraiso Alto,"doctor, health",-12.1451699,-76.9252346,"V33F+WWJ, Lima",5.0,Bajo,Efectivo,Pequeña,No,24 horas,Desconocido,Desconocido
16904,Comedor cruz misionera,food,-12.1455045,-76.9260298,"V33F+QHX, Avenida el Paraiso, Cercado de Lima",4.58,Bajo,Transferencia,Mediana,Sí,Horario laboral,Cercado de Lima,Lima Centro
16905,V&S,"store, food",-12.1454105,-76.9261599,"Av. Paraíso alto mz e1 lot 9, Villa María del Triunfo",4.58,Medio,Efectivo,Pequeña,Sí,Fines de semana,Villa María del Triunfo,Lima Sur
16906,Quebrada Paraiso,transit_station,-12.1434,-76.92495,Peru,4.18,Bajo,Transferencia,Pequeña,No,Horario laboral,Desconocido,Desconocido
16907,Quebrada Paraiso,transit_station,-12.14316,-76.92502,Peru,4.18,Alto,Efectivo,Mediana,Sí,Fines de semana,Desconocido,Desconocido
16908,Local Comunal Eden de Manantial - Lomas de Paraiso,night_club,-12.1429092,-76.9248947,"V34G+R2Q, Unnamed Road, Cercado de Lima",4.4,Medio,Efectivo,Grande,Sí,24 horas,Cercado de Lima,Lima Centro
16909,FH PERÚ,"church, place_of_worship",-12.1426514,-76.9248295,"V34G+W3M, Lima",2.0,Medio,QR,Pequeña,No,Fines de semana,Desconocido,Desconocido
16910,La piedra,Sin Categoría,-12.1417712,-76.9243892,"Avenida el Paraiso 367, Villa María del Triunfo",3.9,Medio,Tarjeta de crédito,Pequeña,No,Horario laboral,Villa María del Triunfo,Lima Sur
16911,Iglesia Chr Bautista Eden de Manantail,"church, place_of_worship",-12.1417463,-76.9244509,"Avenida el Paraiso 367, Villa María del Triunfo",3.9,Alto,Transferencia,Pequeña,Sí,Fines de semana,Villa María del Triunfo,Lima Sur
16912,Roca de Dios y los Mandamientos de Dios,place_of_worship,-12.1415873,-76.9242929,"V35G+978, I, Villa María del Triunfo",5.0,Medio,Transferencia,Pequeña,Sí,Horario laboral,Villa María del Triunfo,Lima Sur
16913,Mirador del Arcoíris,Sin Categoría,-12.1416996,-76.9179765,"V36G+WX4 Lomas del Paraíso, Villa María del Triunfo",4.76,Medio,Efectivo,Pequeña,Sí,Horario laboral,Villa María del Triunfo,Lima Sur
16914,"Samaypataa ""Paijan""",lodging,-12.1418161,-76.9126137,"V35P+7XC, Villa María del Triunfo",4.5,Medio,Efectivo,Pequeña,No,Horario laboral,Villa María del Triunfo,Lima Sur
16915,ASOCIACION CIVIL ALTO RETAMAL,tourist_attraction,-12.1450833,-76.9058056,"V33V+XM, Villa María del Triunfo",3.7,Medio,Transferencia,Grande,Sí,24 horas,Villa María del Triunfo,Lima Sur
16916,Ferretería y Servicio Técnico de Celulares,store,-12.1418103,-76.88179079999999,Mz. G lt. 16 URB. El Mirador de Santa Rosa de Manchay Zona 5 lima,4.720000000000001,Bajo,Efectivo,Pequeña,No,Horario laboral,Santa Rosa,Desconocido
16917,Policlínico Red Médica Padre Pío,"hospital, health",-12.1478701,-76.87535249999999,"V42G+P65, Pachacamac",5.0,Bajo,Efectivo,Grande,No,Horario laboral,Pachacámac,Lima Sur
16918,Comida rapida James,Sin Categoría,-12.1456687,-76.8738285,"V43G+PR5, Pachacamac",5.0,Medio,QR,Mediana,Sí,Horario laboral,Pachacámac,Lima Sur
16919,Fam. Ondre,"cafe, store, food",-12.1456687,-76.8738285,"V43G+PR5, Pachacamac",5.0,Bajo,Efectivo,Grande,Sí,Horario laboral,Pachacámac,Lima Sur
16920,INTERNET CYBER PUNK,Sin Categoría,-12.1445405,-76.8739659,"V44G+5CM, Unnamed Road, Pachacamac",4.4,Bajo,Transferencia,Mediana,Sí,24 horas,Pachacámac,Lima Sur
16921,Casa Valerio Ogosi,lodging,-12.1445435,-76.87322209999999,"V44G+CW3, Pachacamac",4.4,Alto,Transferencia,Pequeña,No,Horario laboral,Pachacámac,Lima Sur
16922,"Ferreteria ""David""","hardware_store, store",-12.1457485,-76.8728958,"V43G+PR5, Pachacamac",4.0,Alto,Efectivo,Pequeña,No,Horario laboral,Pachacámac,Lima Sur
16923,Corporacion Chipa,car_repair,-12.1432795,-76.87166189999999,"Av. Victor Malasquez Mz. D Lote 3 Sol De San Fernando, Pachacamac",3.8,Medio,Transferencia,Pequeña,No,24 horas,Pachacámac,Lima Sur
16924,Complejo Deportivo Sol de San Fernando,Sin Categoría,-12.1464203,-76.872446,"V43H+C9V, Pachacamac",4.08,Medio,Efectivo,Pequeña,No,Horario laboral,Pachacámac,Lima Sur
16925,Bodega La Ventanita,food,-12.1460864,-76.8718839,"manchay, Pachacamac",4.180000000000001,Medio,QR,Pequeña,Sí,Horario laboral,Pachacámac,Lima Sur
16926,Asociación San Fernando,Sin Categoría,-12.1451231,-76.8720687,"V43H+X53, Pachacamac",4.0,Medio,Transferencia,Mediana,No,Horario laboral,Pachacámac,Lima Sur
16927,Esquina de la fiesta,Sin Categoría,-12.1468939,-76.87225470000001,"V43H+C9V, Pachacamac",4.180000000000001,Bajo,Transferencia,Pequeña,No,24 horas,Pachacámac,Lima Sur
16928,La Criolla,"restaurant, food",-12.1467667,-76.87196829999999,"V43H+76V, Avenida Victor Malasquez, Pachacamac",4.3,Medio,Tarjeta de crédito,Pequeña,Sí,Horario laboral,Pachacámac,Lima Sur
16929,Ferreteria Santa Cruz - Manchay,"hardware_store, store",-12.1463905,-76.8715836,"V43H+C9V, Pachacamac",3.8,Medio,Efectivo,Pequeña,Sí,24 horas,Pachacámac,Lima Sur
16930,Balanza camionera,storage,-12.1464269,-76.871557,"V43H+C9V, Pachacamac",4.08,Medio,Efectivo,Pequeña,Sí,Fines de semana,Pachacámac,Lima Sur
16931,Román,Sin Categoría,-12.1460962,-76.8714009,"V43H+HC9, Avenida Victor Malasquez, Pachacamac",4.08,Bajo,Efectivo,Pequeña,No,24 horas,Pachacámac,Lima Sur
16932,La Familia Chicken & Grill - Sede N°3 Pachacámac,"restaurant, food",-12.1466213,-76.8715685,"V43H+993, Avenida 1, Pachacamac",4.5,Alto,Transferencia,Pequeña,No,Horario laboral,Pachacámac,Lima Sur
16933,"Avenida Victor Malasquez, 2015",transit_station,-12.14479,-76.87156,Peru,3.88,Medio,Efectivo,Pequeña,No,Horario laboral,Desconocido,Desconocido
16934,"Avenida Victor Malasquez, 2015",transit_station,-12.14522,-76.87123,Peru,3.98,Bajo,Transferencia,Pequeña,No,Horario laboral,Desconocido,Desconocido
16935,Maytaj Mikuy,"restaurant, food",-12.1445247,-76.8716505,"Mz. C Lt. 7, Asoc. Sol de San Fernando, Avenida Victor Malasquez, Pachacamac",3.8,Alto,Efectivo,Mediana,No,Fines de semana,Pachacámac,Lima Sur
16936,Papito Beto Hause,"home_goods_store, store",-12.1441372,-76.8723353,"V44H+83V, Avenida Victor Malasquez, Cercado de Lima",3.88,Medio,Tarjeta de crédito,Pequeña,Sí,Horario laboral,Cercado de Lima,Lima Centro
16937,Ferreteria CARLOS JAVIER,store,-12.1468104,-76.8711726,"V43H+7GG, Avenida Víctor Malásquez Chacaltana, Pachacamac",3.5,Medio,QR,Pequeña,No,Horario laboral,Pachacámac,Lima Sur
16938,NIDO NIÑO REY,school,-12.1439952,-76.8727141,"V44G+CW3, Pachacamac",4.0,Alto,Efectivo,Pequeña,No,Horario laboral,Pachacámac,Lima Sur
16939,Casa de la tía Maruja,"restaurant, food",-12.1447872,-76.8710416,"V44H+4HM, Avenida Victor Malasquez, Lima",4.12,Alto,Efectivo,Pequeña,No,24 horas,Desconocido,Desconocido
16940,EL HUARIQUE DEL NEGRO JIMMY,"restaurant, food",-12.1446551,-76.8710904,"V44H+4HM, Avenida Victor Malasquez, Cercado de Lima",4.12,Medio,Transferencia,Pequeña,No,24 horas,Cercado de Lima,Lima Centro
16941,Restaurante Elvira,"restaurant, food",-12.1474881,-76.8714533,"V43H+2C3, Avenida Victor Malasquez, Pachacamac",4.0,Bajo,Efectivo,Pequeña,Sí,Horario laboral,Pachacámac,Lima Sur
16942,casa prefabricada Deyvis Javier,Sin Categoría,-12.1474384,-76.87102569999999,"V43H+2HH, Pachacamac",4.2,Bajo,Tarjeta de crédito,Pequeña,No,24 horas,Pachacámac,Lima Sur
16943,Lavanderia Cayliam Sol De San Fernando,laundry,-12.147887,-76.8714885,"V42H+RCR, Pachacamac",5.0,Alto,Transferencia,Mediana,No,Horario laboral,Pachacámac,Lima Sur
16944,Veterinaria Pets Medical Home,veterinary_care,-12.1479504,-76.8713794,"V42H+RC9, Avenida Victor Malasquez, Pachacamac",4.4,Medio,Efectivo,Pequeña,No,Horario laboral,Pachacámac,Lima Sur
16945,Terapias Little Sun,school,-12.1433972,-76.8716875,"+051, Pachacamac",3.76,Medio,Efectivo,Pequeña,No,Horario laboral,Pachacámac,Lima Sur
16946,MELAMASS,store,-12.1433265,-76.87113149999999,Pachacamac,4.5,Medio,Transferencia,Pequeña,No,Fines de semana,Pachacámac,Lima Sur
16947,Cevicheria El Dulce Limon,"restaurant, food",-12.1486279,-76.87171839999999,"Avenida Victor Malasquez, Pachacamac",4.0,Medio,Transferencia,Mediana,No,24 horas,Pachacámac,Lima Sur
16948,Autolavado Car Wash Manchay,car_wash,-12.1428168,-76.8713563,"Avenida Victor Malasquez mz B5, Pachacamac",1.0,Bajo,Tarjeta de crédito,Mediana,No,Horario laboral,Pachacámac,Lima Sur
16949,"Institución Educativa, Jesús El Nazareno",Sin Categoría,-12.1428975,-76.8711716,"V44H+RGQ, Pachacamac",5.0,Bajo,Tarjeta de crédito,Mediana,No,24 horas,Pachacámac,Lima Sur
16950,INCODI PERÚ E.I.R.L,general_contractor,-12.1432521,-76.8705721,"V44H+MQV, Los Torres, Lima",5.0,Medio,Efectivo,Pequeña,No,Horario laboral,Desconocido,Desconocido
16951,Sthef Studio,general_contractor,-12.1425787,-76.8717716,"Avenida Victor Malasquez, Pachacamac",2.76,Alto,Efectivo,Pequeña,No,24 horas,Pachacámac,Lima Sur
16952,Jeshualop S.R.L,Sin Categoría,-12.1432403,-76.8704662,"Calle Santa Rosita Mz F2 Lote 8C Comunidad Campesina Santa Rosa de Manchay, Pachacamac",4.6,Bajo,Efectivo,Pequeña,No,Horario laboral,Pachacámac,Lima Sur
16953,Piscinas Seres,Sin Categoría,-12.1431961,-76.8702866,Las Torres Mz. F Lt. 4 Asoc. Las Torres de Pachacamac Lima,4.0,Medio,Efectivo,Grande,No,Horario laboral,Pachacámac,Lima Sur
16954,Construcciones Pillaca Sac,general_contractor,-12.144779,-76.8690143,Manzana E1 lote 6 Urbanización Los Claveles Lima,4.36,Medio,QR,Pequeña,Sí,Horario laboral,Desconocido,Desconocido
16955,CONCRETERA LIMA MIX EIRL,store,-12.1421119,-76.8717877,"Comunidad Campesina Santa Rosa de Manchay, Av. Víctor Malásquez Chacal Tana, Pachacamac",2.0,Alto,Efectivo,Pequeña,Sí,Fines de semana,Pachacámac,Lima Sur
16956,CORPORATION GROUP CREDIHOGAR,store,-12.1420385,-76.8714304,"V45H+5CP, Avenida Victor Malasquez, Lima",2.76,Medio,Tarjeta de crédito,Grande,No,Fines de semana,Desconocido,Desconocido
16957,Almacen SILIKA,storage,-12.1447866,-76.8671246,"V44M+35J, Lima",4.6,Medio,Efectivo,Pequeña,No,Horario laboral,Desconocido,Desconocido
16958,OLLA COMUN SECTOR G BELLAVISTA DE LA C. C. S. R. M.,food,-12.148681,-76.86912699999999,"Santa Rosita Mz. G6 Lt. 3A, Pachacamac",4.6,Medio,Efectivo,Mediana,No,Fines de semana,Pachacámac,Lima Sur
16959,Maytaj Mikuy,"restaurant, food",-12.1445247,-76.8716505,"Mz. C Lt. 7, Asoc. Sol de San Fernando, Avenida Victor Malasquez, Pachacamac",3.8,Medio,Efectivo,Mediana,Sí,Horario laboral,Pachacámac,Lima Sur
16960,Restaurante Elvira,"restaurant, food",-12.1474881,-76.8714533,"V43H+2C3, Avenida Victor Malasquez, Pachacamac",4.0,Medio,Transferencia,Pequeña,No,24 horas,Pachacámac,Lima Sur
16961,Bodega La Ventanita,food,-12.1460864,-76.8718839,"manchay, Pachacamac",4.180000000000001,Alto,Tarjeta de crédito,Pequeña,Sí,24 horas,Pachacámac,Lima Sur
16962,MELAMASS,store,-12.1433265,-76.87113149999999,Pachacamac,4.5,Medio,Efectivo,Mediana,No,Horario laboral,Pachacámac,Lima Sur
16963,Fuente de Soda Kuntuy,"food, store",-12.1495104,-76.8692241,"V42J+58P, Lima",4.8,Medio,Efectivo,Pequeña,Sí,24 horas,Desconocido,Desconocido
16964,La Criolla,"restaurant, food",-12.1467667,-76.87196829999999,"V43H+76V, Avenida Victor Malasquez, Pachacamac",4.3,Alto,Efectivo,Pequeña,Sí,Fines de semana,Pachacámac,Lima Sur
16965,Torresfarma,"pharmacy, store, health",-12.1489815,-76.87104049999999,"V42H+CH4, Avenida Victor Malasquez, Pachacamac",4.0,Alto,Transferencia,Mediana,No,Fines de semana,Pachacámac,Lima Sur
16966,Olla común Cristo te ama Sector G,food,-12.1498882,-76.869764,"V42J+58P, Lima",4.8,Bajo,Efectivo,Pequeña,Sí,Horario laboral,Desconocido,Desconocido
16967,N° 16 Park,park,-12.145264,-76.85521609999999,"V43V+VWV, Pachacamac",4.3,Alto,Efectivo,Grande,No,Horario laboral,Pachacámac,Lima Sur
16968,Liam's home,lodging,-12.1440159,-76.8545967,"V44W+95R, Unnamed Road, Pachacamac",5.0,Medio,Transferencia,Pequeña,Sí,Horario laboral,Pachacámac,Lima Sur
16969,N° 15 Park,park,-12.1457681,-76.8541922,"V43W+M8V, Unnamed Road, Pachacamac",5.0,Alto,Tarjeta de crédito,Grande,Sí,Fines de semana,Pachacámac,Lima Sur
16970,N° 17 Park,park,-12.1447077,-76.8543444,"V44W+476, Unnamed Road, Pachacamac",3.8,Medio,QR,Grande,No,Horario laboral,Pachacámac,Lima Sur
16971,Casa del Chanchito 2,lodging,-12.145588,-76.853065,"Parque N° 18, Pachacamac",5.0,Medio,Efectivo,Mediana,Sí,Horario laboral,Pachacámac,Lima Sur
16972,Casa JP piscina,Sin Categoría,-12.1458209,-76.8528494,Pachacamac,4.7,Medio,Efectivo,Mediana,Sí,24 horas,Pachacámac,Lima Sur
16973,Casa Llatas Huilcamasco,Sin Categoría,-12.1444912,-76.8536804,"V44W+6G4, Pachacamac",4.76,Alto,QR,Pequeña,No,24 horas,Pachacámac,Lima Sur
16974,N° 19 Park,park,-12.1446395,-76.8529873,"Parque N° 17, Unnamed Road, Pachacamac",5.0,Bajo,Transferencia,Pequeña,Sí,Horario laboral,Pachacámac,Lima Sur
16975,AV. C ESTE GRUPO D8 LOTE 5,Sin Categoría,-12.1441846,-76.853353,"V44W+8MC, Avenida C Este, Pachacamac",4.76,Alto,Transferencia,Mediana,Sí,Horario laboral,Pachacámac,Lima Sur
16976,Mz C10 lt 27 Urbanización San Antonio de Pachacámac,Sin Categoría,-12.1432701,-76.85368489999999,"V44W+MGW, Pachacamac",4.62,Medio,Transferencia,Pequeña,No,24 horas,Pachacámac,Lima Sur
16977,Casa Marquez Huaman,Sin Categoría,-12.1417967,-76.8534098,"San Antonio de, Calle 19 Mz B10, Pachacamac",4.76,Medio,Transferencia,Mediana,No,24 horas,Pachacámac,Lima Sur
16978,Familia Leon Morales,park,-12.1456307,-76.84752929999999,"V532+PXX, Pachacamac",4.58,Medio,Tarjeta de crédito,Pequeña,No,Horario laboral,Pachacámac,Lima Sur
16979,Casa Raúl Vigo,park,-12.1419375,-76.8505625,"V45X+6Q, San Luis",4.76,Medio,Efectivo,Grande,No,24 horas,San Luis,Lima Centro
16980,Bodega Rosita,"store, food",-12.1475393,-76.8536841,"Parque N° 14, Pachacamac",4.5600000000000005,Medio,Tarjeta de crédito,Mediana,Sí,Horario laboral,Pachacámac,Lima Sur
16981,Lima sur,university,-12.1441295,-76.84449649999999,"V544+96, Pachacamac",4.8,Alto,Efectivo,Pequeña,No,Horario laboral,Pachacámac,Lima Sur
16982,Libreria MARVI,store,-12.1469598,-76.84094809999999,"CPR SAN JUAN- PUENTE MANCHAY, Pachacamac",4.6,Bajo,Efectivo,Pequeña,Sí,24 horas,Pachacámac,Lima Sur
16983,"Rodríguez Hnos. ""Villa Esperanza""",Sin Categoría,-12.1447716,-76.83567140000001,"V547+3PW, Pachacamac",3.0,Medio,Efectivo,Pequeña,No,Horario laboral,Pachacámac,Lima Sur
16984,LA CHACRITA - Pollos a la Brasa,"food, store",-12.1462639,-76.8371868,"Frente al Grifo 18 de Enero, Avenida Paul Poblet, Pachacamac",4.340000000000001,Medio,Efectivo,Mediana,Sí,Fines de semana,Pachacámac,Lima Sur
16985,PachaCanino,lodging,-12.1457473,-76.8339433,"CPR TAMBO INGA, Avenida Paul Poblet, Pachacamac",3.76,Medio,Efectivo,Grande,Sí,Horario laboral,Pachacámac,Lima Sur
16986,Estadio Maracaná (cerca al Puente Manchay). Manchay. Pachacamac.,Sin Categoría,-12.1456045,-76.8331094,"CPR TAMBO INGA, Avenida Paul Poblet, Pachacamac",5.0,Bajo,Efectivo,Grande,No,24 horas,Pachacámac,Lima Sur
16987,Torre de Telecomunicaciones,Sin Categoría,-12.1457998,-76.8325207,"V538+MXQ, Pachacamac",3.76,Alto,Tarjeta de crédito,Mediana,Sí,Horario laboral,Pachacámac,Lima Sur
16988,Puente Manchay,Sin Categoría,-12.1454023,-76.8325387,"V538+RXP, Pachacamac",3.9,Alto,Efectivo,Pequeña,No,24 horas,Pachacámac,Lima Sur
16989,LITTLE MARKET Afrodita,food,-12.1461016,-76.832185,"Puente Manchay, Calle 6 Lt 6 A, Pachacamac",3.76,Medio,Efectivo,Grande,No,Fines de semana,Pachacámac,Lima Sur
16990,El SanJuancito,"restaurant, food",-12.1486971,-76.8390325,"C.p.r San Juan, Pachacamac",5.0,Alto,Efectivo,Grande,Sí,24 horas,Pachacámac,Lima Sur
16991,Polleria Merli,"restaurant, food",-12.1467592,-76.8401865,"K, Pachacamac",5.0,Medio,Efectivo,Mediana,Sí,Fines de semana,Pachacámac,Lima Sur
16992,PROYECTO EMERGENCIA,"doctor, health",-12.1392135,-77.02614439999999,"Malecón Paúl Harris 254, Barranco",3.5,Medio,Transferencia,Pequeña,Sí,Fines de semana,Barranco,Lima Sur
16993,HIDE Barranco,Sin Categoría,-12.1392651,-77.02546339999999,"Jirón Las Mimosas 155, Barranco",3.5200000000000005,Medio,Efectivo,Pequeña,Sí,Horario laboral,Barranco,Lima Sur
16994,Espigón Bordemar,tourist_attraction,-12.1400846,-77.02945629999999,"Circuito de Playas 1874, Barranco",4.2,Medio,Efectivo,Mediana,Sí,Horario laboral,Barranco,Lima Sur
16995,Unidad de Salvamento Acuático de la Policía Nacional del Perú,police,-12.1409229,-77.0278987,"Circuito de Playas, Barranco",4.220000000000001,Medio,QR,Pequeña,No,24 horas,Barranco,Lima Sur
16996,Policia Salvataje,school,-12.1402986,-77.0280964,"VX5C+VQJ, Circuito de Playas, Barranco",4.2,Alto,Efectivo,Pequeña,No,Horario laboral,Barranco,Lima Sur
16997,Bordemar Park,park,-12.1399684,-77.0285013,"Circuito de Playas, Barranco",4.1,Medio,Transferencia,Mediana,Sí,24 horas,Barranco,Lima Sur
16998,La Trastienda,"restaurant, food",-12.141734,-77.02738529999999,"Boulevard Bordemar AV, Circuito de Playas 15063, Barranco",4.2,Bajo,Efectivo,Mediana,No,Horario laboral,Barranco,Lima Sur
16999,BCP,"atm, finance",-12.1418715,-77.0271753,"Circuito de Playas, Barranco",3.0,Alto,Efectivo,Pequeña,No,24 horas,Barranco,Lima Sur
